objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Carcassonne: Catapult","38855","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","18586564","5.21875","4.86799","1.3704","0","5017","thing","Carcassonne: Catapult","2","6","45","45","30","2008","2,3,4","2","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Rio Grande Games","English","2008","English edition"
"Carcassonne: Corn Circles II","120686","6","0","0","1","0","0","0","0","0","0","0","1","","","","","","17281684","5.67394","6.476","1.7368","0","2653","thing","Carcassonne: Corn Circles II","2","6","40","40","40","2012","2,3,4,5,6","2","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Rio Grande Games","English","2012","English edition"
"Carcassonne: Die Häuser","130998","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","17281687","5.58157","6.38024","1.8333","0","1833","thing","Carcassonne: Little Buildings","2","6","0","0","0","2012","2,3,4,5,6","2","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","W. Nostheide Verlag GmbH","German","2012","Spielbox German edition"
"Carcassonne: Die Windrosen","131676","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","20886781","5.59372","6.46875","1.6364","0","2142","thing","Carcassonne: Die Windrosen","2","6","0","0","0","2012","2,3,4","2","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Hans im Glück","German","2012","German first edition"
"Carcassonne: Halb so wild I","166052","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","25516369","5.6196","6.82794","2.125","0","1886","thing","Carcassonne: Halb so wild I","2","6","0","0","0","2014","2,3,4,5","2","8","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","W. Nostheide Verlag GmbH","German","2014","Spielbox German first edition"
"Carcassonne: King & Scout","7707","8.75","0","0","1","0","0","0","0","0","0","0","3","","","","","","7005357","6.14266","6.60374","1.7965","0","9517","thing","Carcassonne: King & Scout","2","5","45","45","45","2003","2,3,4,5","2,3","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Rio Grande Games","English","2003","English edition"
"Carcassonne: Locande & Cattedrali","2993","10","6","0","1","0","0","0","0","0","0","0","1","","","","","","6780995","7.39406","7.64716","1.9259","0","54492","thing","Carcassonne: Inns & Cathedrals","2","6","60","60","60","2002","2,3,4,5,6","2,3","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Venice Connection","Italian","0","Italian edition"
"Carcassonne: Mage & Witch","118618","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","17281677","5.87317","6.73857","1.675","0","5622","thing","Carcassonne: Mage & Witch","2","6","0","0","0","2012","2,3,4,5","2","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Rio Grande Games","English","2012","English first edition"
"Carcassonne: Pecore e Colline","153773","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","25045428","6.34556","7.34563","1.8654","0","9655","thing","Carcassonne: Sheep & Shepherds","2","6","40","40","40","2018","2,3,4,5,6","2,3,4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Giochi Uniti; Hans im Glück; Schmidt Spiele","Italian","2018","Italian second edition"
"Carcassonne: The Count of Carcassonne","12903","9.7","0","0","1","0","0","0","0","0","0","0","1","","","","","","7172019","5.74732","5.96891","2.0059","0","9746","thing","Carcassonne: The Count of Carcassonne","2","6","60","60","60","2004","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Rio Grande Games","English","2004","English edition"
"Carcassonne: The Ferries","118614","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","17281679","5.93022","6.77454","1.8113","0","5899","thing","Carcassonne: The Ferries","2","6","0","0","0","2012","2,3,4,5","2","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Rio Grande Games","English","2012","English first edition"
"Carcassonne: The Flier","118615","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","17281672","5.91397","6.6663","1.7447","0","6111","thing","Carcassonne: The Flying Machines","2","6","0","0","0","2012","2,3,4,5,6","2,3","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Rio Grande Games","English","2012","English first edition"
"Carcassonne: The Goldmines","118617","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","17281676","5.97835","6.90875","1.7955","0","5914","thing","Carcassonne: The Gold Mines","2","6","0","0","0","2012","2,3,4,5,6","2,3,4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Rio Grande Games","English","2012","English first edition"
"Carcassonne: The Messages","118619","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","15470770","5.77241","6.42189","1.8","0","5886","thing","Carcassonne: The Messengers","2","6","0","0","0","2012","2,3,4,5,6","2,4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Rio Grande Games","English","2012","English first edition"
"Carcassonne: The Phantom","92332","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","13784827","6.25688","7.57261","1.5714","0","5301","thing","Carcassonne: The Phantom","2","6","45","45","45","2011","2,3,4,5,6","2","8+","No necessary in-game text","","","","","","expansion","","5","USD","","","2011-09-11","Wizard's Chest Denver, CO","1","","","","Rio Grande Games","English","2011","Rio Grande English blue box edition"
"Carcassonne: The Plague","85003","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","12030715","5.64372","6.53731","2.2105","0","2089","thing","Carcassonne: The Plague","2","6","60","60","60","2010","3,4,5,6","5,6","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","W. Nostheide Verlag GmbH","English","2010","Spielbox English edition"
"Carcassonne: The Princess & the Dragon","15158","9","4","0","1","0","0","0","0","0","0","0","1","","","","","","6780998","6.51712","6.82397","1.9917","0","29873","thing","Carcassonne: Dragon & Fairy","2","6","60","60","60","2005","2,3,4,5,6","3,4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Rio Grande Games","English","2005","English edition 2005"
"Carcassonne: The River II","18836","10","4","0","1","0","0","0","0","0","0","0","1","","","","","","7172016","6.57049","7.21684","1.6926","0","10341","thing","Carcassonne: The River II","2","6","60","60","60","2005","2,3,4,5,6","3","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Hans im Glück; Rio Grande Games","English","2005","English edition"
"Carcassonne: The Robbers","118616","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","17281682","5.70442","6.25918","1.7381","0","5347","thing","Carcassonne: The Robbers","2","6","0","0","0","2012","3,4,5,6","2,4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Rio Grande Games","English","2012","English first edition"
"Carcassonne: The Tower","21385","8.75","1","0","1","0","0","0","0","0","0","0","1","","","","","","6781002","6.2481","6.60919","2.163","0","20414","thing","Carcassonne: Towers & Thieves","2","6","60","60","60","2006","2,3,4,5","3","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Rio Grande Games","English","2006","Rio Grande English edition 2006"
"Carpe Diem","245934","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","84262703","7.0455","7.48678","2.5349","461","14228","thing","Carpe Diem","2","4","75","75","45","2021","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","alea; Ravensburger AG","English; French; German; Italian; Spanish","2021","Multilingual edition 2021"
"Cartographers Heroes: Collector's Edition","322045","9","0","0","1","0","0","0","0","0","0","0","1","","","","","","111309649","6.17036","8.08954","2.0909","0","3148","thing","Cartographers Heroes: Collector's Edition","1","100","45","45","30","2021","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31","4","8+","","","","","","","standalone","","","","","","","","","","","","Thunderworks Games","English","2021","English edition"
"Le Case della Follia: Il Richiamo della Foresta","131751","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","41696486","6.30702","8.12593","3.4222","0","4593","thing","Mansions of Madness: Call of the Wild","2","5","180","180","120","2013","3,4,5","5","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Giochi Uniti","Italian","2013","Italian edition"
"Le Case della Follia: Seconda Edizione","205059","10","0","0","1","0","0","0","0","0","0","0","3","","","","","","40169141","7.67314","7.91161","2.6904","79","66859","thing","Mansions of Madness: Second Edition","1","5","180","180","120","2016","1,2,3,4,5","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Asterion Press; Fantasy Flight Games","Italian","2016","Italian edition"
"Le Case della Follia: Seconda Edizione – Il Sentiero del Serpente","283094","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","66204893","6.64816","8.51581","3","0","10851","thing","Mansions of Madness: Second Edition – Path of the Serpent: Expansion","1","5","180","180","120","2019","1,2,3,4","4","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","Fantasy Flight Games","Italian","2019","Italian edition"
"Le Case della Follia: Seconda Edizione – Incubi Ricorrenti: Raccolta di Miniature e Tessere","206547","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","41696501","6.44145","8.1558","2.6667","0","6821","thing","Mansions of Madness: Second Edition – Recurring Nightmares: Figure and Tile Collection","1","5","180","180","120","2016","1,2,3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Asterion Press; Fantasy Flight Games","Italian","2016","Italian edition"
"Le Case della Follia: Seconda Edizione – La Loggia del Crepuscolo: Espansione","241533","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","55591225","6.83256","8.37608","2.619","0","14345","thing","Mansions of Madness: Second Edition – Sanctum of Twilight: Expansion","1","5","180","180","120","2018","1,2,3,4,5","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Fantasy Flight Games","Italian","2018","Italian edition"
"Le Case della Follia: Seconda Edizione – Oltre la Soglia: Espansione","210674","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","47740346","7.10425","8.34144","2.7","0","19137","thing","Mansions of Madness: Second Edition – Beyond the Threshold: Expansion","1","5","180","180","120","2017","1,2,3,4,5","4","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","Asterion Press; Fantasy Flight Games","Italian","2017","Italian edition"
"Le Case della Follia: Seconda Edizione – Strade di Arkham: Espansione","229987","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","55591221","7.10519","8.55324","2.7097","0","16725","thing","Mansions of Madness: Second Edition – Streets of Arkham: Expansion","1","5","180","180","120","2018","1,2,3,4,5","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Fantasy Flight Games","Italian","2018","Italian edition"
"Le Case della Follia: Seconda Edizione – Viaggi Terrificanti: Espansione","255823","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","55591228","6.9029","8.58373","2.8571","0","13216","thing","Mansions of Madness: Second Edition – Horrific Journeys: Expansion","1","5","180","180","120","2019","1,2,3,4","3","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","Fantasy Flight Games","Italian","2019","Italian edition"
"Le Case della Follia: Seconda Edizione – Visioni dall'Oblio: Raccolta di Miniature e Tessere","206548","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","41696499","6.4373","8.13728","2.6","0","6961","thing","Mansions of Madness: Second Edition – Suppressed Memories: Figure and Tile Collection","1","5","180","180","120","2016","1,2,3,4,5","2,3","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","Asterion Press; Fantasy Flight Games","Italian","2016","Italian edition"
